,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
13291,Rural,Small,North,Zone 1,1,0,5,2974,Company Owned,69,0,0,1,250,27.0,27,0,A,6,3,37057
13292,Rural,Small,West,Zone 1,6,0,4,5229,Rented,25,0,0,1,237,17.0,11,0,B+,5,30,13109
13293,Rural,Small,South,Zone 1,7,0,2,9089,Rented,21,0,0,1,251,40.0,18,0,C,4,21,24107
13294,Rural,Mid,West,Zone 4,8,3,4,4724,Rented,29,0,0,1,198,29.0,27,0,B,6,26,31096
13295,Rural,Mid,North,Zone 4,5,1,3,4585,Rented,16,0,0,1,155,24.0,25,0,B+,6,26,29117
13296,Rural,Mid,North,Zone 4,6,1,4,4646,Company Owned,38,0,0,0,90,54.0,25,0,C,6,26,33141
13297,Rural,Small,North,Zone 1,4,0,3,4437,Rented,48,0,0,1,256,33.0,25,1,A+,6,16,33068
13298,Rural,Large,South,Zone 5,0,3,4,4862,Company Owned,22,0,0,1,179,23.0,14,0,A,2,25,17063
13299,Rural,Mid,West,Zone 4,5,2,3,4664,Rented,46,0,0,0,155,18.0,26,0,B,2,26,30065
13300,Rural,Large,South,Zone 5,1,1,2,5631,Rented,35,1,0,1,131,28.0,19,0,B,5,14,22076
13301,Rural,Large,West,Zone 6,6,3,3,4960,Company Owned,62,0,0,1,259,27.0,6,1,A+,6,23,8076
13302,Rural,Small,South,Zone 1,5,0,3,5362,Company Owned,25,0,0,1,237,26.0,25,0,A,5,16,33123
13303,Rural,Mid,South,Zone 2,6,0,7,5307,Rented,68,0,0,0,157,37.0,19,1,A+,3,32,27131
13304,Rural,Small,North,Zone 6,4,4,3,5461,Rented,32,0,0,0,136,17.0,4,0,B,1,13,5128
13305,Rural,Small,South,Zone 6,2,0,2,3435,Rented,45,0,0,1,250,28.0,26,0,B+,3,9,30075
13306,Rural,Small,West,Zone 1,0,0,3,6296,Rented,64,0,0,1,169,26.0,24,0,B,4,30,29136
13307,Rural,Large,North,Zone 6,4,1,4,4075,Rented,15,0,0,1,132,28.0,0,0,C,0,23,8136
13308,Rural,Large,North,Zone 5,2,0,3,4136,Rented,39,0,0,0,172,19.0,25,0,C,3,24,34081
13309,Rural,Large,West,Zone 6,0,0,3,4942,Company Owned,48,0,0,1,60,45.0,9,0,B+,2,6,12116
13310,Rural,Large,South,Zone 5,6,0,3,5142,Rented,37,1,0,1,270,39.0,11,1,C,3,25,15071
13311,Rural,Small,West,Zone 6,7,1,8,3460,Rented,35,0,0,0,124,23.0,34,1,A+,2,9,44076
13312,Rural,Mid,West,Zone 3,8,1,4,4165,Rented,31,0,0,1,188,26.0,6,0,B+,2,19,7062
13313,Rural,Mid,West,Zone 4,6,0,4,4632,Rented,66,0,0,0,165,30.0,18,1,A,3,11,24078
13314,Rural,Small,North,Zone 6,3,0,3,5989,Rented,63,0,0,1,250,25.0,24,0,A,6,13,31077
13315,Rural,Large,North,Zone 6,8,0,4,5790,Company Owned,33,0,0,1,217,24.0,24,0,B,3,23,28068
13316,Rural,Large,North,Zone 6,5,0,4,5314,Company Owned,64,0,0,0,147,23.0,16,0,B+,3,7,20086
13317,Rural,Mid,West,Zone 2,2,2,5,4818,Company Owned,62,0,0,1,149,33.0,26,0,A,6,12,32127
13318,Rural,Large,South,Zone 6,6,2,1,4713,Rented,59,0,1,0,56,28.0,5,0,B,2,29,6074
13319,Rural,Large,North,Zone 5,2,0,2,6655,Company Owned,70,0,0,1,206,25.0,20,0,A,4,24,27069
13320,Rural,Large,West,Zone 6,5,0,4,4844,Company Owned,31,0,0,1,149,24.0,14,1,B,5,23,18095
13321,Rural,Mid,West,Zone 2,3,0,4,4691,Company Owned,21,0,0,1,200,27.0,33,1,C,3,12,47078
13322,Rural,Large,North,Zone 6,8,2,2,4810,Rented,34,0,0,0,159,17.0,17,0,B+,6,29,20056
13323,Rural,Large,South,Zone 5,6,0,3,4746,Rented,69,0,0,1,238,37.0,23,1,A,2,25,32102
13324,Rural,Large,South,Zone 5,8,0,4,4511,Company Owned,27,0,0,1,82,29.0,25,1,A+,6,25,32088
13325,Rural,Mid,North,Zone 3,5,1,2,5281,Company Owned,69,0,1,1,258,39.0,32,0,B,4,27,38055
13326,Rural,Mid,South,Zone 3,3,1,4,4181,Company Owned,47,1,0,0,191,29.0,20,0,C,3,19,26071
13327,Rural,Small,West,Zone 6,5,0,4,4162,Company Owned,20,0,0,1,74,28.0,21,1,C,5,9,30128
13328,Rural,Mid,West,Zone 4,4,5,4,4304,Rented,65,0,0,0,235,20.0,9,1,A+,6,26,13072
13329,Rural,Large,West,Zone 6,5,1,4,4217,Company Owned,47,0,0,1,164,32.0,7,1,A+,1,23,10147
13330,Rural,Mid,South,Zone 2,7,2,2,3969,Company Owned,25,0,0,1,244,21.0,14,0,B,4,32,16116
13331,Rural,Mid,South,Zone 3,8,2,2,6462,Rented,63,0,0,0,76,28.0,6,0,B+,2,27,7114
13332,Rural,Large,North,Zone 6,3,0,4,4989,Company Owned,59,0,0,1,210,32.0,10,0,B+,3,6,12142
13333,Rural,Mid,West,Zone 3,8,0,6,4527,Company Owned,51,0,0,0,258,26.0,34,0,A,3,19,45127
13334,Urban,Mid,South,Zone 3,3,0,3,4723,Company Owned,59,0,0,1,125,29.0,5,1,C,2,19,7071
13335,Rural,Large,North,Zone 6,5,4,4,3184,Rented,20,0,0,1,203,28.0,27,0,A,2,6,34058
13336,Rural,Large,West,Zone 6,0,1,2,4021,Company Owned,41,0,0,0,142,25.0,16,0,B+,5,6,19110
13337,Rural,Large,West,Zone 5,6,0,3,4287,Company Owned,47,0,0,1,146,29.0,24,1,B+,2,10,29085
13338,Rural,Mid,North,Zone 4,4,1,3,4234,Rented,51,0,0,1,60,41.0,17,1,A+,2,26,23138
13339,Rural,Mid,North,Zone 2,7,0,3,4718,Company Owned,53,0,0,0,252,20.0,36,0,B,5,22,45146
13340,Rural,Small,South,Zone 6,2,0,2,4832,Rented,28,0,0,1,160,28.0,39,0,C,4,2,53057
13341,Rural,Small,North,Zone 1,3,1,6,4140,Company Owned,35,0,0,0,165,18.0,30,1,A+,3,30,40082
13342,Rural,Large,South,Zone 5,5,1,1,5672,Rented,52,0,0,1,160,38.0,32,1,A+,6,14,43135
13343,Rural,Small,North,Zone 1,1,0,4,3908,Company Owned,62,1,0,1,189,35.0,36,0,A+,3,21,49122
13344,Rural,Mid,South,Zone 4,3,4,3,4199,Rented,53,0,0,1,71,29.0,19,0,C,4,26,24108
13345,Rural,Large,North,Zone 5,6,1,4,6406,Company Owned,26,0,0,1,90,22.0,28,0,A,3,14,37090
13346,Rural,Mid,North,Zone 3,8,3,3,4807,Company Owned,50,0,0,1,237,30.0,16,1,B+,5,27,19113
13347,Rural,Small,North,Zone 1,7,0,2,3308,Company Owned,19,0,0,1,126,40.0,11,1,A+,5,3,15134
13348,Rural,Small,West,Zone 6,3,0,5,5298,Company Owned,17,0,0,0,233,31.0,19,1,C,4,15,25146
13349,Rural,Mid,West,Zone 4,5,0,4,5736,Company Owned,70,1,0,1,227,30.0,35,0,A,4,11,48129
13350,Rural,Mid,North,Zone 2,6,0,2,5113,Company Owned,26,1,0,1,220,36.0,21,0,C,3,12,29056
13351,Rural,Large,North,Zone 6,2,0,5,5902,Rented,61,0,0,1,182,33.0,9,0,C,2,28,12144
13352,Rural,Small,North,Zone 6,4,0,2,4997,Company Owned,35,0,0,0,141,35.0,11,0,B,2,9,13147
13353,Rural,Mid,South,Zone 3,5,0,2,5253,Company Owned,46,0,0,1,224,32.0,7,0,C,6,27,8136
13354,Rural,Large,South,Zone 5,6,1,3,4139,Company Owned,43,0,1,1,271,37.0,14,0,B,5,10,16085
13355,Rural,Large,South,Zone 5,5,3,2,4709,Company Owned,27,0,1,1,203,23.0,4,0,B+,3,25,4057
13356,Rural,Mid,West,Zone 4,5,3,3,4968,Rented,36,0,0,0,204,20.0,13,0,C,6,11,17107
13357,Rural,Small,West,Zone 6,5,1,4,5963,Rented,58,0,0,0,242,27.0,22,0,C,2,15,29090
13358,Rural,Small,South,Zone 6,3,1,2,6317,Rented,45,0,0,1,201,23.0,4,0,C,3,2,5083
13359,Rural,Large,North,Zone 5,3,1,2,5752,Company Owned,45,1,1,1,128,30.0,13,0,A,3,24,18119
13360,Rural,Large,North,Zone 5,0,0,3,4820,Company Owned,21,0,0,1,236,27.0,5,0,C,2,14,6071
13361,Rural,Mid,West,Zone 4,5,0,2,4747,Rented,38,0,0,1,130,23.0,15,1,C,4,26,22117
13362,Rural,Large,North,Zone 5,7,0,2,4282,Rented,44,0,0,1,146,30.0,24,1,B+,4,14,28132
13363,Rural,Mid,West,Zone 2,3,0,3,7516,Company Owned,58,0,0,1,153,23.0,33,0,A,6,1,44080
13364,Rural,Mid,South,Zone 4,3,0,2,4919,Rented,34,0,0,1,265,32.0,25,0,B+,4,26,29089
13365,Rural,Large,South,Zone 6,3,3,5,4367,Rented,56,0,0,1,183,29.0,25,1,B,5,23,30148
13366,Rural,Large,South,Zone 5,7,0,2,4695,Company Owned,56,0,0,1,108,24.0,17,0,C,2,25,21105
13367,Rural,Mid,North,Zone 4,7,1,2,5236,Rented,52,0,0,1,119,20.0,17,0,B,5,26,21091
13368,Rural,Large,North,Zone 6,7,0,3,3397,Company Owned,59,0,1,1,204,21.0,16,1,B,2,6,20120
13369,Rural,Mid,West,Zone 4,6,0,2,5439,Company Owned,55,0,0,1,55,26.0,33,1,A,5,11,44061
13370,Rural,Mid,North,Zone 2,0,0,3,5264,Company Owned,35,0,0,1,222,34.0,21,0,C,4,22,28120
13371,Urban,Mid,South,Zone 3,4,1,2,4378,Company Owned,57,1,0,1,133,42.0,34,0,C,5,19,44124
13372,Rural,Large,North,Zone 5,8,0,2,3675,Company Owned,51,0,0,1,106,33.0,30,1,B,6,14,37139
13373,Rural,Small,West,Zone 1,4,1,2,4589,Company Owned,65,0,0,1,132,28.0,36,1,A+,2,3,48072
13374,Rural,Small,North,Zone 6,1,1,2,5229,Company Owned,52,0,0,0,240,27.0,23,1,A+,4,8,31139
13375,Rural,Mid,North,Zone 3,5,3,4,4350,Rented,44,0,0,1,228,33.0,5,1,C,4,19,7138
13376,Rural,Small,South,Zone 6,3,3,2,3980,Company Owned,31,0,0,1,213,29.0,22,1,A+,5,2,29109
13377,Rural,Mid,West,Zone 4,3,1,2,7281,Rented,63,0,0,1,159,28.0,12,1,B,5,11,15129
13378,Rural,Mid,South,Zone 2,8,3,2,3918,Rented,16,0,0,0,68,25.0,14,0,B,2,32,17111
13379,Rural,Large,West,Zone 6,7,0,4,3109,Company Owned,43,0,0,0,171,24.0,8,0,C,6,23,11076
13380,Rural,Mid,West,Zone 2,1,1,2,5542,Rented,17,0,1,1,171,33.0,17,0,C,2,1,22058
13381,Rural,Small,South,Zone 1,6,0,2,5555,Rented,27,0,0,0,208,16.0,19,1,A+,3,21,27140
13382,Rural,Small,North,Zone 1,3,5,2,4178,Company Owned,29,1,0,1,226,32.0,15,0,B,6,30,17060
13383,Rural,Large,South,Zone 5,4,4,4,4843,Rented,43,0,1,1,133,28.0,25,1,B+,3,14,30118
13384,Rural,Large,South,Zone 5,5,3,3,5443,Company Owned,56,0,0,1,213,34.0,11,0,C,6,14,14068
13385,Rural,Large,North,Zone 6,0,0,2,4728,Rented,32,0,0,1,127,32.0,25,0,A+,3,28,32076
13386,Rural,Small,West,Zone 1,0,0,3,2537,Company Owned,33,0,0,1,177,28.0,23,0,C,5,3,29098
13387,Rural,Large,North,Zone 6,1,0,2,4805,Rented,46,0,0,1,203,40.0,9,0,C,2,28,12133
13388,Rural,Mid,South,Zone 4,4,3,2,5288,Rented,23,0,0,0,154,21.0,5,0,B+,1,26,6110
13389,Rural,Small,North,Zone 6,5,0,2,4960,Company Owned,55,0,0,1,195,33.0,15,0,C,2,8,20086
13390,Rural,Mid,North,Zone 4,1,1,4,4340,Rented,56,0,0,1,115,19.0,11,0,A,2,26,13140
13391,Rural,Large,West,Zone 6,0,0,3,5568,Rented,64,0,0,0,229,20.0,16,0,B+,2,23,20124
13392,Rural,Large,West,Zone 6,7,1,4,3874,Company Owned,35,0,0,1,138,36.0,23,0,A,2,23,28115
13393,Rural,Large,North,Zone 6,8,0,2,6159,Company Owned,55,0,0,0,108,40.0,19,1,C,5,29,25078
13394,Rural,Small,North,Zone 1,4,5,3,4211,Company Owned,24,0,0,1,81,27.0,7,0,A,4,30,9118
13395,Rural,Mid,North,Zone 4,5,0,3,5324,Company Owned,31,0,1,1,122,33.0,4,0,B,6,26,4146
13396,Rural,Mid,West,Zone 4,5,0,3,5497,Company Owned,52,0,0,1,256,27.0,23,1,B+,4,11,30149
13397,Rural,Mid,North,Zone 2,7,0,2,5328,Company Owned,18,0,0,0,225,30.0,20,1,A+,6,1,26069
13398,Urban,Mid,South,Zone 2,3,2,2,6286,Rented,49,0,0,0,91,17.0,13,1,A+,3,32,18072
13399,Rural,Mid,South,Zone 2,5,0,2,3559,Company Owned,45,0,0,0,198,21.0,25,0,A,6,12,34070
13400,Rural,Mid,West,Zone 4,8,0,4,6298,Rented,28,0,0,1,138,34.0,16,1,B,1,26,21104
13401,Rural,Large,North,Zone 5,3,0,2,4840,Company Owned,31,0,0,1,59,30.0,16,0,A,5,14,22100
13402,Rural,Small,North,Zone 1,6,0,2,4673,Rented,28,0,0,1,98,38.0,25,1,B,5,3,32092
13403,Rural,Mid,South,Zone 2,0,0,4,3959,Company Owned,47,0,0,1,121,25.0,8,0,B+,2,32,10096
13404,Rural,Mid,West,Zone 4,1,1,4,4473,Company Owned,61,1,0,1,55,24.0,12,0,A,3,26,16128
13405,Rural,Large,North,Zone 5,5,0,2,5160,Rented,35,0,0,1,152,32.0,0,0,C,0,14,6142
13406,Rural,Small,South,Zone 6,5,0,2,5927,Company Owned,60,0,0,0,241,26.0,0,0,C,0,15,6057
13407,Rural,Small,North,Zone 1,2,0,3,5982,Company Owned,50,0,0,0,267,18.0,7,0,B,1,30,8074
13408,Rural,Large,North,Zone 6,2,0,5,3588,Rented,46,0,0,0,190,25.0,15,0,A+,6,23,20096
13409,Urban,Large,North,Zone 6,8,1,3,8030,Rented,47,1,0,1,99,28.0,10,0,A,2,23,13106
13410,Rural,Mid,North,Zone 4,8,0,4,4354,Company Owned,18,0,0,1,256,36.0,18,1,A+,3,26,23081
13411,Rural,Mid,South,Zone 2,6,0,2,6138,Rented,16,0,0,0,157,17.0,13,1,A+,6,32,20137
13412,Urban,Mid,West,Zone 4,2,0,2,5497,Company Owned,32,1,0,0,181,28.0,7,0,A,3,11,9148
13413,Rural,Large,West,Zone 5,4,0,2,3357,Company Owned,40,0,0,0,217,21.0,38,1,A+,2,10,54135
13414,Rural,Large,North,Zone 6,0,0,3,4753,Company Owned,66,0,0,0,71,22.0,31,0,C,2,6,41105
13415,Rural,Mid,West,Zone 3,5,1,3,3600,Company Owned,58,0,0,1,67,29.0,17,1,B+,4,19,20069
13416,Rural,Mid,South,Zone 4,3,0,2,5372,Company Owned,27,0,0,1,148,31.0,25,1,A+,6,26,32073
13417,Rural,Mid,West,Zone 4,5,0,4,3795,Company Owned,43,0,0,1,204,46.0,22,1,A+,5,11,31149
13418,Urban,Mid,North,Zone 3,6,1,2,4123,Company Owned,24,0,0,1,121,25.0,22,0,A,6,19,29137
13419,Rural,Large,West,Zone 5,0,0,3,5019,Rented,60,0,0,1,190,33.0,25,0,A,5,14,34066
13420,Urban,Mid,North,Zone 4,2,0,2,3911,Rented,30,1,0,1,189,30.0,39,0,C,3,26,53135
13421,Rural,Large,West,Zone 6,3,0,3,3760,Company Owned,58,0,0,1,153,31.0,30,0,C,4,23,40097
13422,Rural,Small,North,Zone 6,0,0,3,4791,Rented,37,0,0,1,191,25.0,34,0,A+,5,9,45078
13423,Rural,Mid,West,Zone 3,7,1,6,4281,Company Owned,67,0,0,0,163,28.0,0,0,C,0,19,6074
13424,Rural,Mid,South,Zone 2,0,3,3,4605,Rented,16,0,0,1,195,19.0,13,0,A,5,32,17140
13425,Rural,Large,South,Zone 6,2,0,2,4479,Rented,54,0,0,1,99,21.0,34,0,C,5,29,44093
13426,Rural,Small,West,Zone 1,5,0,4,6180,Rented,53,0,0,1,73,26.0,7,1,B,3,30,10107
13427,Rural,Large,North,Zone 5,5,1,3,4766,Company Owned,23,0,0,1,203,24.0,31,1,C,4,25,41101
13428,Rural,Small,South,Zone 6,1,0,4,6013,Rented,44,0,0,1,151,31.0,16,0,B+,4,2,20085
13429,Urban,Small,North,Zone 1,6,1,3,5933,Company Owned,33,0,0,1,64,20.0,22,1,B,6,3,27079
13430,Rural,Large,West,Zone 5,3,2,4,3637,Company Owned,28,0,0,0,173,25.0,19,0,C,3,10,24065
13431,Rural,Mid,South,Zone 3,7,1,3,6184,Company Owned,66,0,0,0,180,23.0,31,0,B,2,19,37084
13432,Rural,Large,South,Zone 5,1,1,2,5392,Rented,52,0,1,1,264,35.0,20,0,A+,5,14,26112
13433,Rural,Small,South,Zone 1,1,0,3,3707,Company Owned,57,0,0,0,171,32.0,31,1,A+,2,21,41116
13434,Urban,Mid,West,Zone 2,8,0,3,4224,Rented,62,0,0,0,107,16.0,8,0,B,2,12,10110
13435,Rural,Mid,North,Zone 2,3,0,4,5122,Company Owned,35,0,1,1,100,30.0,19,0,A,6,22,24072
13436,Rural,Small,North,Zone 6,7,0,2,4304,Rented,68,1,0,1,230,29.0,28,1,A,3,13,39077
13437,Rural,Large,South,Zone 5,8,0,3,5097,Company Owned,29,0,0,1,113,27.0,20,1,A+,4,25,26120
13438,Rural,Large,North,Zone 6,4,1,2,4944,Company Owned,27,0,0,1,211,34.0,15,1,B+,4,6,17141
13439,Rural,Large,South,Zone 5,7,1,4,4042,Company Owned,21,0,0,1,65,33.0,8,0,B+,6,10,10136
13440,Urban,Mid,North,Zone 4,4,0,2,4343,Company Owned,58,0,0,1,217,27.0,32,0,B,3,26,39093
13441,Rural,Mid,West,Zone 3,1,0,3,4740,Rented,29,0,1,1,137,25.0,12,1,B+,2,19,16128
13442,Rural,Small,South,Zone 6,5,0,4,5022,Company Owned,45,0,0,1,131,28.0,12,0,B+,5,15,14061
13443,Rural,Large,North,Zone 5,0,0,3,5453,Company Owned,15,0,0,1,62,37.0,31,0,A+,4,25,42097
13444,Rural,Mid,West,Zone 2,7,0,2,5512,Company Owned,66,0,0,1,118,24.0,25,0,A,4,12,31088
13445,Rural,Mid,North,Zone 4,1,0,2,6182,Rented,38,0,0,1,197,40.0,21,0,C,5,26,28132
13446,Rural,Mid,West,Zone 2,1,0,4,4319,Rented,48,0,0,1,156,29.0,15,0,B+,2,12,19132
13447,Rural,Large,North,Zone 6,1,1,3,5857,Rented,60,0,0,1,246,34.0,28,0,B+,4,6,33116
13448,Rural,Large,South,Zone 5,1,1,3,6280,Rented,52,0,0,0,62,18.0,32,0,A,6,14,42122
13449,Rural,Large,South,Zone 6,6,0,2,4688,Rented,27,0,0,1,110,42.0,8,1,C,3,23,10109
13450,Rural,Mid,South,Zone 4,4,1,2,4805,Company Owned,37,0,0,1,110,33.0,32,0,B,4,26,38120
13451,Rural,Small,South,Zone 1,7,0,2,6073,Company Owned,27,0,0,1,163,32.0,32,0,B,5,31,40078
13452,Rural,Small,North,Zone 6,5,0,3,7213,Rented,37,0,0,1,170,35.0,25,1,A+,3,9,32060
13453,Rural,Small,South,Zone 6,4,0,2,4229,Rented,49,0,0,1,209,30.0,18,0,B+,3,2,20126
13454,Rural,Mid,North,Zone 3,0,0,4,4865,Rented,48,0,0,1,175,38.0,14,0,B+,1,27,18072
13455,Rural,Small,South,Zone 6,0,2,2,3682,Rented,52,0,0,1,159,25.0,7,0,B+,1,9,8136
13456,Rural,Large,North,Zone 6,7,1,3,4139,Rented,65,0,0,0,148,33.0,22,1,B+,4,23,26129
13457,Rural,Large,South,Zone 6,1,0,3,4595,Rented,46,0,0,0,84,20.0,32,0,B+,3,29,40065
13458,Rural,Small,South,Zone 1,4,0,2,5797,Rented,21,0,0,1,104,42.0,19,1,A+,4,21,27102
13459,Rural,Mid,North,Zone 4,3,0,5,3757,Company Owned,56,0,0,1,243,32.0,25,0,A,2,26,32133
13460,Rural,Large,North,Zone 6,3,0,2,4212,Rented,28,0,0,0,144,15.0,5,0,B,6,28,6126
13461,Rural,Small,North,Zone 6,5,3,3,5111,Company Owned,65,1,0,1,134,28.0,0,0,C,0,8,3121
13462,Urban,Large,North,Zone 5,3,0,4,4287,Company Owned,56,0,0,1,193,28.0,13,0,C,2,24,16125
13463,Rural,Mid,South,Zone 4,6,3,2,3507,Company Owned,58,0,0,1,175,28.0,10,0,B,1,26,11068
13464,Rural,Large,North,Zone 6,3,2,3,3387,Rented,37,0,0,1,234,22.0,6,1,A+,4,28,8150
13465,Rural,Large,West,Zone 6,5,1,4,5387,Company Owned,24,0,0,1,186,35.0,18,1,A+,3,6,23091
13466,Rural,Large,West,Zone 5,5,0,4,6777,Rented,29,0,1,1,77,29.0,18,0,B,3,10,20073
13467,Rural,Small,South,Zone 6,1,0,2,6432,Rented,25,0,0,1,218,17.0,38,0,B+,5,9,47066
13468,Rural,Small,South,Zone 1,5,0,2,6603,Rented,40,0,0,1,150,46.0,18,1,A+,3,21,27094
13469,Rural,Large,West,Zone 6,2,0,4,4185,Company Owned,59,0,0,1,152,29.0,0,0,C,0,6,3098
13470,Rural,Large,West,Zone 6,5,0,4,3809,Company Owned,60,0,0,0,245,27.0,25,1,A+,4,6,33113
13471,Rural,Large,West,Zone 6,5,3,5,5572,Rented,49,0,1,0,183,29.0,16,0,B,2,23,18120
13472,Rural,Small,West,Zone 6,6,0,2,4407,Rented,22,0,0,1,67,34.0,38,1,C,2,9,54117
13473,Rural,Large,West,Zone 6,2,0,5,3831,Company Owned,33,0,0,1,183,30.0,23,0,B+,2,23,29126
13474,Rural,Large,North,Zone 6,4,0,3,4131,Company Owned,46,0,0,1,143,32.0,16,0,B+,5,28,20069
13475,Rural,Mid,West,Zone 4,1,0,3,6956,Company Owned,33,0,0,0,94,22.0,18,0,A+,4,11,23111
13476,Rural,Large,South,Zone 5,7,0,2,5575,Rented,35,0,0,0,121,28.0,15,1,B+,4,25,20150
13477,Rural,Mid,North,Zone 2,5,0,2,4406,Rented,41,0,0,1,115,35.0,31,1,C,4,12,44091
13478,Rural,Small,South,Zone 6,7,0,3,3869,Company Owned,60,0,1,1,167,30.0,24,1,A,4,9,31132
13479,Rural,Large,North,Zone 5,0,1,4,4705,Company Owned,63,0,0,1,163,27.0,8,0,B,2,14,10148
13480,Rural,Large,North,Zone 5,2,1,4,4932,Rented,69,0,0,0,119,55.0,8,1,B+,4,25,10125
13481,Rural,Large,North,Zone 6,4,0,2,3413,Company Owned,58,0,0,1,209,36.0,5,1,B,2,6,7109
13482,Rural,Large,South,Zone 5,3,0,4,3860,Company Owned,29,0,0,1,129,30.0,9,1,B,1,14,11109
13483,Rural,Large,North,Zone 6,1,1,3,6024,Rented,70,0,0,1,197,25.0,0,0,C,0,6,4110
13484,Rural,Small,West,Zone 6,6,0,3,4132,Rented,36,0,0,1,148,22.0,18,0,C,3,15,23112
13485,Rural,Small,South,Zone 1,5,5,3,4191,Rented,30,0,0,1,168,24.0,26,0,B+,6,21,30117
13486,Rural,Mid,South,Zone 4,7,0,2,4517,Company Owned,17,0,0,1,108,26.0,18,0,B+,1,26,22096
13487,Rural,Mid,North,Zone 4,1,1,4,3790,Company Owned,31,1,1,1,142,27.0,16,0,A,4,26,20122
13488,Rural,Mid,West,Zone 4,8,3,3,4363,Company Owned,33,0,0,1,106,32.0,14,0,C,4,11,18129
13489,Rural,Large,South,Zone 5,1,0,3,4021,Company Owned,31,0,0,1,114,31.0,39,0,B,5,10,48119
13490,Rural,Mid,West,Zone 4,7,1,4,6658,Company Owned,45,0,0,0,164,27.0,23,0,B+,6,11,28075
13491,Rural,Small,North,Zone 1,5,2,2,5863,Rented,16,0,0,0,83,20.0,15,0,C,5,3,19110
13492,Rural,Large,South,Zone 5,1,0,2,5275,Company Owned,33,0,0,1,210,21.0,7,0,C,3,14,9100
13493,Rural,Mid,North,Zone 4,3,0,4,4313,Rented,26,1,0,1,55,40.0,17,0,A,6,26,23140
13494,Rural,Small,North,Zone 1,7,2,2,5665,Company Owned,56,0,0,0,62,23.0,24,1,A+,5,31,31076
13495,Rural,Mid,West,Zone 4,1,1,5,6160,Rented,18,0,0,1,227,35.0,21,0,B+,6,26,25088
13496,Rural,Large,North,Zone 6,1,1,2,4867,Rented,35,1,0,1,153,39.0,20,0,B+,3,23,23093
13497,Rural,Small,West,Zone 6,6,1,2,5086,Company Owned,66,0,0,1,146,26.0,22,0,C,3,15,28146
13498,Rural,Mid,West,Zone 4,5,2,3,4604,Company Owned,39,0,0,0,128,28.0,15,1,B,5,26,18135
13499,Rural,Mid,North,Zone 4,8,0,2,6081,Rented,69,0,0,1,180,43.0,16,1,A+,3,26,23120
13500,Rural,Large,North,Zone 5,3,0,2,5115,Company Owned,41,0,0,1,85,42.0,22,0,C,3,17,30063
13501,Rural,Large,West,Zone 6,3,0,3,6821,Company Owned,58,0,0,1,219,24.0,31,0,B,6,23,37082
13502,Rural,Large,West,Zone 5,5,3,6,3676,Rented,23,0,0,1,203,22.0,26,1,A+,6,24,34151
13503,Rural,Mid,North,Zone 3,3,0,4,5185,Company Owned,61,0,0,1,255,27.0,24,1,C,3,27,32132
13504,Rural,Mid,South,Zone 4,8,2,2,5350,Rented,65,0,0,1,142,33.0,20,0,C,5,26,26132
13505,Rural,Mid,West,Zone 4,0,2,2,5406,Company Owned,36,0,0,1,166,30.0,23,0,A+,4,26,28085
13506,Rural,Mid,West,Zone 3,3,0,3,3809,Rented,25,0,0,0,92,35.0,28,0,A,6,19,36088
13507,Rural,Mid,West,Zone 4,3,1,2,5065,Rented,47,0,0,0,241,24.0,24,0,C,6,26,30114
13508,Rural,Mid,South,Zone 3,4,0,2,4516,Rented,44,0,0,0,132,28.0,5,1,A+,2,19,7078
13509,Rural,Large,South,Zone 6,3,0,2,4649,Company Owned,30,1,0,1,104,33.0,25,0,B+,6,23,29116
13510,Rural,Large,West,Zone 6,3,0,5,3885,Rented,59,1,0,1,266,27.0,28,1,A+,2,23,38145
13511,Rural,Large,North,Zone 6,8,0,4,4959,Company Owned,20,0,0,0,250,28.0,14,1,A+,4,28,19070
13512,Urban,Mid,North,Zone 2,3,0,2,7279,Company Owned,20,0,0,1,167,18.0,14,0,B,6,1,18105
13513,Urban,Mid,South,Zone 3,1,0,2,5100,Company Owned,21,0,0,1,101,35.0,32,1,B,5,27,41057
13514,Rural,Mid,North,Zone 4,5,0,3,3936,Rented,67,0,0,0,250,17.0,30,0,C,2,26,39081
13515,Rural,Large,North,Zone 6,7,0,4,5177,Rented,69,0,0,1,261,22.0,34,0,C,2,28,44102
13516,Rural,Mid,North,Zone 3,6,3,2,6345,Company Owned,32,0,0,1,227,28.0,14,0,B,3,27,16095
13517,Rural,Large,North,Zone 5,1,0,4,6739,Company Owned,65,0,0,1,178,26.0,24,0,B+,4,24,28125
13518,Rural,Large,North,Zone 6,0,1,3,4520,Rented,49,0,0,0,271,29.0,10,0,B+,5,28,11108
13519,Urban,Large,West,Zone 6,2,0,2,4104,Company Owned,68,0,1,1,119,22.0,29,0,B+,3,6,35073
13520,Rural,Mid,West,Zone 2,6,1,3,4794,Company Owned,63,0,0,0,107,28.0,18,0,B,4,1,21064
